,ax_mean,ay_mean,az_mean,wx_mean,wy_mean,wz_mean,ax_var,ay_var,az_var,wx_var,wy_var,wz_var,ax_std,ay_std,az_std,wx_std,wy_std,wz_std,ax_rms,ay_rms,az_rms,wx_rms,wy_rms,wz_rms,ax_skew,ay_skew,az_skew,wx_skew,wy_skew,wz_skew,ax_kurt,ay_kurt,az_kurt,wx_kurt,wy_kurt,wz_kurt,ax_med,ay_med,az_med,wx_med,wy_med,wz_med,ax_min,ay_min,az_min,wx_min,wy_min,wz_min,ax_max,ay_max,az_max,wx_max,wy_max,wz_max,ax_per,ay_per,az_per,wx_per,wy_per,wz_per,ax_cv,ay_cv,az_cv,wx_cv,wy_cv,wz_cv,ax_ptp,ay_ptp,az_ptp,wx_ptp,wy_ptp,wz_ptp
0,0.6091916995516898,0.8194142439129151,0.908749575419302,0.5555592828030391,0.5742575143396598,0.5356315257361164,0.15932766506595045,0.5208611412187409,0.3710325606798776,0.05440451883762421,0.09428730256613066,0.1680503625744824,0.3064948425123817,0.6743369657233405,0.5368466266190943,0.13551724298258877,0.2103854933722898,0.3201654255187943,0.2926107130143353,0.8409951663904908,0.7947325442355361,0.11124465925863826,0.167396391355742,0.23963058805759044,0.39740429358185053,0.7116495409224977,0.46879093513954506,0.291077229906857,0.5357388691907016,0.47466696935359565,0.13048445225327393,0.48392630151211824,0.2851506066504733,0.20110858310496696,0.09427710095401991,0.014248371861969355,0.6473029986843896,0.6958671687156921,0.8387696774486232,0.6455002284148013,0.541419044594656,0.5115002495123169,0.7301290492494075,0.7321306294442981,0.7228601527521727,0.794418134411749,0.8052466343851434,0.7263365815117198,0.2913858261581018,1.0,0.8015740055323957,0.16238750146102,0.21473936488915518,0.2621264658900534,0.48239544983073646,0.588523045704899,0.5240723741424292,0.25404351840242556,0.38656168600520957,0.545233834475055,0.23880729524157654,0.5957336183806207,0.25511701471870846,0.5954774881071119,0.25544505645357185,0.5961857854688164,0.26723246191461353,0.6684580498866213,0.5489867225716283,0.14360566660197943,0.16673469387755102,0.2439909297052154
1,0.5747407228441295,0.6203860299052374,0.46640533915965143,0.31960215360359606,0.25611840398020636,0.18415660871977022,0.3482519064362109,0.3037872649986263,0.4361280946794144,0.3774868477756891,0.1430523133964385,0.1683225898381022,0.5210379092216594,0.4781710049286084,0.5966217498205434,0.5489221849331907,0.2856628172965519,0.32052893167172564,0.48563567197563273,0.45363399952888056,0.5261281785560292,0.39934972107236055,0.13476017446483798,0.21042780253230994,0.666023247837993,0.4058605504570843,0.7424468693261755,0.7116930311476464,0.2672464570216436,0.6462606062132538,0.25706390347650204,0.3543793195655625,0.3589620837139933,0.348466555622379,0.2847368572398562,0.3649193442033,0.44136460554371004,0.6485051943927778,0.21194937168262035,0.09750774072382112,0.373338474799256,0.19566302227464502,0.7036871214116408,0.5970766394521991,0.6829338951804056,0.5851912946309796,0.5175065183845049,0.5476692125362128,0.5840963104375267,0.5281879456110959,0.6382904118128336,0.47488993649433126,0.0,0.14103712938793003,0.5597095733646404,0.4416731085128998,0.6419823171320901,0.4938506605268257,0.3056002841581814,0.3313348454971333,0.23987794496436723,0.5960259571978835,0.2604247745743218,0.6286315929417091,0.24735167307041003,0.5929996707472277,0.46746285499341733,0.5101360544217687,0.48667598416026087,0.5289394527459732,0.29006802721088437,0.3273469387755102
2,0.5631079255143039,0.5058656143459236,0.3294838016726184,0.20490263497760855,0.30800068007122855,0.1748069679428106,0.08615148223111448,0.19850619630225164,0.34120134494028015,0.4208729833803912,0.35682119082328034,0.3319024614308699,0.19471638820718692,0.3594093282949631,0.507879410374869,0.5885379587025903,0.5308718734177286,0.50658887490144,0.14011635263397654,0.2362301041865143,0.40536256929235226,0.4590603778799924,0.4169997201056313,0.4258549455605433,0.5672772531007934,0.5411756136334781,0.2040314960518164,0.2954397272203915,0.7334871052181434,0.5666666051347453,0.3330890268415709,0.10070226961406419,0.49961768993652034,0.5666560327620077,0.6522184990696627,0.6192017636332516,0.5577734428163136,0.46765413056299054,0.4686068139545434,0.32470432972945534,0.2590845166265935,0.26028671233498163,0.7744798525151435,0.6994732683697656,0.36081116671056096,0.29303464055765444,0.5014633108072154,0.372557282064788,0.2783340476097713,0.2908014181634005,0.278645731873612,0.3124634745003312,0.49674455761933295,0.3330346359138193,0.2396931599284192,0.6109769059812542,0.35276355203401294,0.217979551594041,0.19083589865024864,0.14426726545313623,0.2387083442921258,0.5964763307693534,0.21007997244220392,0.5911624477515416,0.22120495856613828,0.5925143863091884,0.2197667857814557,0.2838095238095238,0.5565571861169345,0.6941830001940618,0.5857369614512472,0.5898639455782313
3,0.357457965334264,0.31440766690827093,0.34820207287181787,0.3205749651968266,0.5959034656787737,0.7276257280641322,0.329331128180896,0.40279809099336494,0.2039273021333612,0.17016718922706717,0.25915577326812955,0.38406793324931654,0.502419516236708,0.5737170581777615,0.3570120911001634,0.3211002535423895,0.43049648276532554,0.5565497944952512,0.37626149487273086,0.44517740070181716,0.22960888259909,0.14730718845864332,0.4070176189928323,0.6403966075439436,0.3345619810478611,0.3884938857822086,0.5416400069550502,0.24123161507039323,0.4063395744147673,0.508487340050698,0.4258199246133574,0.2211407117981275,0.1892412121604837,0.44666313279202063,0.20835555538006573,0.3791437038779472,0.4077938574604183,0.335412602640294,0.3078981989747312,0.31404497233642964,0.6712788640384703,0.7333393821167717,0.4323676586779036,0.3985514880168554,0.5811956808006321,0.5233597616133667,0.6489384345234928,0.6370028970239663,0.31869715977714574,0.2597888339112479,0.2276853547356528,0.10114154361631666,0.43327341721589774,0.7254840846222776,0.35372094878779936,0.7079911102521983,0.4904700937288627,0.26804053206889084,0.47452048306890837,0.457763897279245,0.26148998257534506,0.5682266628616625,0.4965694661526409,0.6166394975147304,0.256093320898585,0.5958155712674332,0.5495110024449877,0.5248526077097506,0.33116701607267646,0.3526101300213468,0.42401360544217687,0.5905895691609977
4,0.5111809078950901,0.5600297083747193,0.6786773278497397,0.6976904110967612,0.7186742190366254,0.7816120749044905,0.07311253758165041,0.06257413937238393,0.07796553121182323,0.04905863398608098,0.1620286509775923,0.16025912093568534,0.17148128719262495,0.15327372041434711,0.1736670407917431,0.12455575297438928,0.3120605597681782,0.3096550962546717,0.06780500308058608,0.06151235145896121,0.241353743830047,0.289061643839659,0.41226899125887534,0.47542809256807445,0.5943074672037519,0.68777011176099,0.43596901400960636,0.588540201032042,0.2714619541165632,0.23852547032155744,0.3797965326854308,0.4655114746211856,0.1253802113871788,0.23193326974944012,0.25675460614457757,0.5242373794821407,0.48790999410243613,0.55119539082702,0.662046908315565,0.6815643875945383,0.757814272104523,0.8443043142947875,0.7570186989728733,0.8125098762180669,0.8133526468264419,0.935321662321077,0.7334113765763848,0.7285751909402159,0.2253477227568473,0.2730354151244789,0.2911131024272412,0.3386449526629524,0.32546434991012585,0.46659134296957183,0.1713266387790227,0.19778481012658228,0.3631872644699971,0.2619082899251137,0.4040966137816718,0.19535408569181495,0.23906750690258868,0.5956225312775968,0.25499881870109004,0.5952166993966611,0.25508085315930884,0.5954069847167145,0.20338066578897876,0.17614512471655328,0.16375494991847192,0.12487871143023481,0.29081632653061223,0.36106575963718823
5,0.5019552047819746,0.357923277227457,0.5170337185925034,0.5547625836534107,0.6287347990657969,0.570471239789208,0.36086012878891754,0.2016831701765866,0.22453258560167397,0.32514763603922,0.12537558862931092,0.08178335658863334,0.533189877655544,0.3633497830596367,0.38196017838732255,0.49823792752990015,0.2597555622839643,0.18883190291638496,0.4558105862374112,0.18421454625142056,0.3060591147730906,0.4389294150366498,0.2683783944842116,0.13605172402915683,0.2753541882970174,0.45958553839705246,0.6459814026079954,0.6315412148002052,0.5703862278092875,0.5672772531007934,0.36342299989714955,0.21761435256132483,0.11940020330189306,0.15198113121822424,0.26270412827209505,0.3330890268415709,0.596357120174205,0.37032164405933854,0.34512090005897567,0.37109791381148166,0.5949280950868756,0.5577734428163136,0.48077429549644457,0.5630497761390572,0.7476165393731894,0.7202415793114457,0.7966530090991326,0.7744798525151435,0.39416371215958235,0.22207503798651965,0.356410955701874,0.5141621537382631,0.3690832834032355,0.2783340476097713,0.4567494557350142,0.46119190259928494,0.6180669629915934,0.5969247603524329,0.3077906701397111,0.2396931599284192,0.24114594547522417,0.6053227739660441,0.25728127932074796,0.5961687134327976,0.25530120309085413,0.5956899426112756,0.5518384427308632,0.3612698412698413,0.26093640810621943,0.4302590723850184,0.2616780045351474,0.21197278911564627
6,0.3768757885694344,0.18838867860370642,0.3296674041365635,0.3867932439912111,0.4097787084015642,0.4370711020050282,0.30628374444160417,0.1849480799770237,0.12423804445322023,0.15669454511292433,0.19446182934103423,0.23779536739242893,0.4790729688168373,0.34228012618698966,0.24891511968703475,0.3028855882762743,0.3543536064229245,0.40638777561431255,0.3508063420693513,0.19562583720108714,0.1044851177672466,0.14066131397052303,0.21738383067125464,0.2847077685378382,0.7055031322904717,0.8410879353786397,0.7780037525819832,0.4898112322619212,0.6155354664365578,0.6580082430591169,0.2905339469157704,0.7254256555069355,0.7181532609607486,0.2785179082074076,0.27917136040018564,0.41558692092140087,0.2420269473302182,0.17150569341741143,0.31926235085968335,0.44365768235114966,0.36084017601959806,0.39801751122805423,0.6635501711877798,0.5730840136950224,0.6331050829602317,0.6616027244186665,0.6494705475442984,0.6266789570713721,0.4221763353722679,0.247009779093778,0.24887988467682237,0.24545135777457436,0.29910125823846617,0.41890365060194024,0.5406745466358155,0.19523625471060005,0.11217267368827906,0.36560929182861635,0.3742481648117452,0.3542908597677043,0.2509670349459151,0.592772084189989,0.2246962832433182,0.5979500306820921,0.2605268848660771,0.5979941102930225,0.4055858566861012,0.36714285714285716,0.2979268576752854,0.3164176208034155,0.34739229024943313,0.42104308390022677
7,0.7550580297620646,0.4799334246060508,0.29215742075258644,0.27284849298066116,0.06908986783352575,0.21712639461746994,0.4437563140372105,0.5007142000505551,0.13206285354903088,0.11238783647920056,0.24514805344084364,0.2607638035172727,0.60867212412978,0.6579872525408024,0.2605441386901709,0.2379266222670698,0.4147905817516931,0.43227508923993635,0.7264852321537608,0.5786282165536728,0.12338511841280346,0.05836809576437075,0.38618341052289584,0.3221108026219765,0.4159436857978808,0.7184554315070533,0.42497589004843467,0.47706889104236555,0.6483848638865426,0.6838622318312482,0.43972374819294313,0.3012577772296132,0.216435193501461,0.2055036341743036,0.4831249724343067,0.5506940653404636,0.8219389375311891,0.25023817084788824,0.29610307126979085,0.273260240596924,0.19298643560313933,0.2178469355350905,0.5908612062154333,0.6398209112457203,0.5595733473795101,0.6221199382748895,0.4683924865641462,0.4908085330524098,0.7541590368956247,0.68804301242841,0.0515837456656407,0.07168738068336775,0.15833832634311965,0.31090505318112754,0.38513444200015956,0.6950792347086675,0.40150014494154024,0.34464796598771275,0.3254321572341937,0.2767373736222402,0.23886531540098543,0.5977863716804128,0.24482513734624645,0.5888512248704422,0.25150965680157733,0.5920260971446475,0.6707965017867218,0.5663718820861678,0.24500349406009783,0.24422666407917717,0.4218140589569161,0.4751700680272109
8,0.07004733653682677,0.3586659865954382,0.3856569755166114,0.4154240955368075,0.6194106645906597,0.6806627955873273,0.73900510412839,0.168825933463194,0.1808735550753539,0.126312642209135,0.1727875241245533,0.36234319656529057,0.834587557658409,0.3212003998961424,0.3278236268557036,0.2592874145516368,0.3264561801660348,0.5361468158815023,0.8428136702340852,0.13189395497540596,0.19855820115314868,0.10638911014559699,0.3220423499322548,0.5788806922776852,0.14403130170241987,0.509045340039797,0.5549351663258631,0.5102531289961555,0.2981270386726808,0.7855333197154758,0.6684622226647653,0.16761984338773891,0.10674470977213081,0.17988959479744224,0.1751231566183813,0.5505515666500054,0.3091684434968017,0.40028580501746586,0.33847479925599966,0.3339424394700777,0.7459737785237944,0.5188722043279046,0.005662365025019753,0.6466947590202792,0.6538846457729787,0.6832065130633747,0.7065130633746608,0.7584672109560179,0.31106089531304787,0.2016597187049519,0.1694003973974364,0.164101764912144,0.31016576792490513,0.778626251607122,0.25411190772001413,0.5174412986762006,0.6029930428060682,0.35067762415510695,0.4204238692872366,0.4334742913156965,0.23321455751462927,0.6043066414438847,0.26749194083195765,0.596911760535252,0.2555673747765214,0.5959238435719342,0.9258040248260297,0.27736961451247166,0.2320288842301421,0.246070250339608,0.30505668934240365,0.5169387755102041
9,0.7242311168380268,0.886374415004519,0.8306359071338736,0.7573841431710303,0.655606560897694,0.5042006280811315,0.29027161638869764,0.20433908267841025,0.19245759545559166,0.08200902534819968,0.06546851117782704,0.14025352583763162,0.4623844005672217,0.3666234849289559,0.34267002131035673,0.1874774910476267,0.1588477055701012,0.28165085017648744,0.5562260568378024,0.6432042272187312,0.5495804463056628,0.4087929860888141,0.21319722851351847,0.17634627543156334,0.3435598438195972,0.8546597876749676,0.49143451837108726,0.00919290178531165,0.3974754508546812,0.39376691518750934,0.468800543332106,0.7655813712900422,0.09410290544311753,0.6872597110725188,0.264269563192733,0.23039977876876536,0.7749852560903688,0.8121625912988251,0.7493081703942295,0.8695497690472564,0.6345551875878964,0.5057161003493172,0.6367922043718726,0.9164340268633131,0.8452199104556228,0.8099558346192731,0.8113925397754483,0.6562286015275217,0.5784080726224334,0.7865742003350605,0.5185257334320333,0.2890481941792964,0.2201717595366487,0.19495850703237622,0.2834167303067261,0.19354527007440334,0.6245410184558895,0.16391779604025852,0.21237272081458677,0.38929479215346563,0.23866065124379093,0.5953373863143531,0.254951469227549,0.5952267791068964,0.25488436622626115,0.5963279725221,0.5237445928154975,0.38555555555555554,0.27153505706964826,0.2083009897147293,0.16458049886621315,0.2652607709750567
