,ax_mean,ay_mean,az_mean,wx_mean,wy_mean,wz_mean,ax_var,ay_var,az_var,wx_var,wy_var,wz_var,ax_std,ay_std,az_std,wx_std,wy_std,wz_std,ax_rms,ay_rms,az_rms,wx_rms,wy_rms,wz_rms,ax_skew,ay_skew,az_skew,wx_skew,wy_skew,wz_skew,ax_kurt,ay_kurt,az_kurt,wx_kurt,wy_kurt,wz_kurt,ax_med,ay_med,az_med,wx_med,wy_med,wz_med,ax_min,ay_min,az_min,wx_min,wy_min,wz_min,ax_max,ay_max,az_max,wx_max,wy_max,wz_max,ax_per,ay_per,az_per,wx_per,wy_per,wz_per,ax_cv,ay_cv,az_cv,wx_cv,wy_cv,wz_cv,ax_ptp,ay_ptp,az_ptp,wx_ptp,wy_ptp,wz_ptp,label
0,-801.0,-1861.0,-80.5,-495.1666666666667,4828.666666666667,9415.333333333334,82908246.0,56038589.0,46110103.25,69446543.80555555,118379445.8888889,120686053.22222221,9105.396531727765,7485.892665540964,6790.442051148069,8333.459294048034,10880.23188580505,10985.720423450717,9140.56054079836,7713.748116188394,6790.9191940414075,8348.157511291538,11903.590536752625,14468.398494650331,-0.04079813428212118,-0.6172845122234736,-0.020717458966497352,-0.48684522044448164,0.4126869236619625,1.358304864620795,-1.0977887327188132,-0.47512523934037443,-0.2783956116975923,-0.8608969716914681,-1.027987595247136,0.3939376922550206,697.0,653.0,687.5,-257.5,3939.0,5554.5,-14196,-15624,-11568,-15220,-8688,1248,13224,8412,11372,9391,23441,32511,11706.0,5683.5,3608.25,10699.0,14552.75,8486.75,-11.367536244354264,-4.022510835862958,-84.35331740556607,-16.829604767515384,2.253258018598312,1.1667903869699126,27420,24036,22940,24611,32129,31263,0
1,-1861.0,-80.5,-495.1666666666667,4828.666666666667,9415.333333333334,7679.666666666667,56038589.0,46110103.25,69446543.80555555,118379445.8888889,120686053.22222221,191151916.2222222,7485.892665540964,6790.442051148069,8333.459294048034,10880.23188580505,10985.720423450717,13825.770004676853,7713.748116188394,6790.9191940414075,8348.157511291538,11903.590536752625,14468.398494650331,15815.473319927334,-0.6172845122234736,-0.020717458966497352,-0.48684522044448164,0.4126869236619625,1.358304864620795,0.5965694502024015,-0.47512523934037443,-0.2783956116975923,-0.8608969716914681,-1.027987595247136,0.3939376922550206,-0.7825187595740069,653.0,687.5,-257.5,3939.0,5554.5,4561.5,-15624,-11568,-15220,-8688,1248,-9472,8412,11372,9391,23441,32511,32511,5683.5,3608.25,10699.0,14552.75,8486.75,16310.25,-4.022510835862958,-84.35331740556607,-16.829604767515384,2.253258018598312,1.1667903869699126,1.800308607753399,24036,22940,24611,32129,31263,41983,0
2,-80.5,-495.1666666666667,4828.666666666667,9415.333333333334,7679.666666666667,10055.333333333334,46110103.25,69446543.80555555,118379445.8888889,120686053.22222221,191151916.2222222,58264535.555555545,6790.442051148069,8333.459294048034,10880.23188580505,10985.720423450717,13825.770004676853,7633.120957744319,6790.9191940414075,8348.157511291538,11903.590536752625,14468.398494650331,15815.473319927334,12624.352022975278,-0.020717458966497352,-0.48684522044448164,0.4126869236619625,1.358304864620795,0.5965694502024015,-0.3357465897498182,-0.2783956116975923,-0.8608969716914681,-1.027987595247136,0.3939376922550206,-0.7825187595740069,-0.9468743370175896,687.5,-257.5,3939.0,5554.5,4561.5,11196.0,-11568,-15220,-8688,1248,-9472,-2796,11372,9391,23441,32511,32511,20660,3608.25,10699.0,14552.75,8486.75,16310.25,9291.0,-84.35331740556607,-16.829604767515384,2.253258018598312,1.1667903869699126,1.800308607753399,0.7591116778238067,22940,24611,32129,31263,41983,23456,0
3,-495.1666666666667,4828.666666666667,9415.333333333334,7679.666666666667,10055.333333333334,6431.5,69446543.80555555,118379445.8888889,120686053.22222221,191151916.2222222,58264535.555555545,35123341.25,8333.459294048034,10880.23188580505,10985.720423450717,13825.770004676853,7633.120957744319,5926.4948536213205,8348.157511291538,11903.590536752625,14468.398494650331,15815.473319927334,12624.352022975278,8745.71515086102,-0.48684522044448164,0.4126869236619625,1.358304864620795,0.5965694502024015,-0.3357465897498182,-0.49359336351169847,-0.8608969716914681,-1.027987595247136,0.3939376922550206,-0.7825187595740069,-0.9468743370175896,-1.3416710499507976,-257.5,3939.0,5554.5,4561.5,11196.0,8224.5,-15220,-8688,1248,-9472,-2796,-3042,9391,23441,32511,32511,20660,12612,10699.0,14552.75,8486.75,16310.25,9291.0,9708.75,-16.829604767515384,2.253258018598312,1.1667903869699126,1.800308607753399,0.7591116778238067,0.921479414385652,24611,32129,31263,41983,23456,15654,0
4,4828.666666666667,9415.333333333334,7679.666666666667,10055.333333333334,6431.5,4976.666666666667,118379445.8888889,120686053.22222221,191151916.2222222,58264535.555555545,35123341.25,20498744.88888889,10880.23188580505,10985.720423450717,13825.770004676853,7633.120957744319,5926.4948536213205,4527.553963111747,11903.590536752625,14468.398494650331,15815.473319927334,12624.352022975278,8745.71515086102,6727.997919143554,0.4126869236619625,1.358304864620795,0.5965694502024015,-0.3357465897498182,-0.49359336351169847,0.0021883735904764216,-1.027987595247136,0.3939376922550206,-0.7825187595740069,-0.9468743370175896,-1.3416710499507976,-1.3053160961384827,3939.0,5554.5,4561.5,11196.0,8224.5,4613.0,-8688,1248,-9472,-2796,-3042,-1744,23441,32511,32511,20660,12612,11140,14552.75,8486.75,16310.25,9291.0,9708.75,6905.0,2.253258018598312,1.1667903869699126,1.800308607753399,0.7591116778238067,0.921479414385652,0.9097563221256022,32129,31263,41983,23456,15654,12884,0
5,9415.333333333334,7679.666666666667,10055.333333333334,6431.5,4976.666666666667,4498.333333333333,120686053.22222221,191151916.2222222,58264535.555555545,35123341.25,20498744.88888889,30237550.22222222,10985.720423450717,13825.770004676853,7633.120957744319,5926.4948536213205,4527.553963111747,5498.868085544717,14468.398494650331,15815.473319927334,12624.352022975278,8745.71515086102,6727.997919143554,7104.403775124271,1.358304864620795,0.5965694502024015,-0.3357465897498182,-0.49359336351169847,0.0021883735904764216,0.2608306116330069,0.3939376922550206,-0.7825187595740069,-0.9468743370175896,-1.3416710499507976,-1.3053160961384827,-1.5997799125127026,5554.5,4561.5,11196.0,8224.5,4613.0,3379.0,1248,-9472,-2796,-3042,-1744,-1577,32511,32511,20660,12612,11140,11636,8486.75,16310.25,9291.0,9708.75,6905.0,10620.75,1.1667903869699126,1.800308607753399,0.7591116778238067,0.921479414385652,0.9097563221256022,1.2224234350970102,31263,41983,23456,15654,12884,13213,0
6,7679.666666666667,10055.333333333334,6431.5,4976.666666666667,4498.333333333333,3967.0,191151916.2222222,58264535.555555545,35123341.25,20498744.88888889,30237550.22222222,36743525.333333336,13825.770004676853,7633.120957744319,5926.4948536213205,4527.553963111747,5498.868085544717,6061.643781461703,15815.473319927334,12624.352022975278,8745.71515086102,6727.997919143554,7104.403775124271,7244.350511490546,0.5965694502024015,-0.3357465897498182,-0.49359336351169847,0.0021883735904764216,0.2608306116330069,0.23890119533350196,-0.7825187595740069,-0.9468743370175896,-1.3416710499507976,-1.3053160961384827,-1.5997799125127026,-1.4750638509965432,4561.5,11196.0,8224.5,4613.0,3379.0,2914.5,-9472,-2796,-3042,-1744,-1577,-3642,32511,20660,12612,11140,11636,12924,16310.25,9291.0,9708.75,6905.0,10620.75,9972.5,1.800308607753399,0.7591116778238067,0.921479414385652,0.9097563221256022,1.2224234350970102,1.5280170863276286,41983,23456,15654,12884,13213,16566,0
7,10055.333333333334,6431.5,4976.666666666667,4498.333333333333,3967.0,3597.3333333333335,58264535.555555545,35123341.25,20498744.88888889,30237550.22222222,36743525.333333336,45921247.88888889,7633.120957744319,5926.4948536213205,4527.553963111747,5498.868085544717,6061.643781461703,6776.521813503509,12624.352022975278,8745.71515086102,6727.997919143554,7104.403775124271,7244.350511490546,7672.1610384558535,-0.3357465897498182,-0.49359336351169847,0.0021883735904764216,0.2608306116330069,0.23890119533350196,-0.2544772602867393,-0.9468743370175896,-1.3416710499507976,-1.3053160961384827,-1.5997799125127026,-1.4750638509965432,-1.1223913834984403,11196.0,8224.5,4613.0,3379.0,2914.5,3342.0,-2796,-3042,-1744,-1577,-3642,-7565,20660,12612,11140,11636,12924,11956,9291.0,9708.75,6905.0,10620.75,9972.5,9705.25,0.7591116778238067,0.921479414385652,0.9097563221256022,1.2224234350970102,1.5280170863276286,1.8837625500843707,23456,15654,12884,13213,16566,19521,0
8,6431.5,4976.666666666667,4498.333333333333,3967.0,3597.3333333333335,2513.8333333333335,35123341.25,20498744.88888889,30237550.22222222,36743525.333333336,45921247.88888889,60861112.80555556,5926.4948536213205,4527.553963111747,5498.868085544717,6061.643781461703,6776.521813503509,7801.35326757836,8745.71515086102,6727.997919143554,7104.403775124271,7244.350511490546,7672.1610384558535,8196.369369015365,-0.49359336351169847,0.0021883735904764216,0.2608306116330069,0.23890119533350196,-0.2544772602867393,-0.018013230726349777,-1.3416710499507976,-1.3053160961384827,-1.5997799125127026,-1.4750638509965432,-1.1223913834984403,-1.6127976973532099,8224.5,4613.0,3379.0,2914.5,3342.0,2759.5,-3042,-1744,-1577,-3642,-7565,-7318,12612,11140,11636,12924,11956,12764,9708.75,6905.0,10620.75,9972.5,9705.25,14253.75,0.921479414385652,0.9097563221256022,1.2224234350970102,1.5280170863276286,1.8837625500843707,3.1033693300716143,15654,12884,13213,16566,19521,20082,0
9,4976.666666666667,4498.333333333333,3967.0,3597.3333333333335,2513.8333333333335,-301.8333333333333,20498744.88888889,30237550.22222222,36743525.333333336,45921247.88888889,60861112.80555556,125691906.13888891,4527.553963111747,5498.868085544717,6061.643781461703,6776.521813503509,7801.35326757836,11211.240169530261,6727.997919143554,7104.403775124271,7244.350511490546,7672.1610384558535,8196.369369015365,11215.302470285855,0.0021883735904764216,0.2608306116330069,0.23890119533350196,-0.2544772602867393,-0.018013230726349777,-0.9308920543186641,-1.3053160961384827,-1.5997799125127026,-1.4750638509965432,-1.1223913834984403,-1.6127976973532099,-0.5126868650171921,4613.0,3379.0,2914.5,3342.0,2759.5,3955.0,-1744,-1577,-3642,-7565,-7318,-21735,11140,11636,12924,11956,12764,10552,6905.0,10620.75,9972.5,9705.25,14253.75,13156.0,0.9097563221256022,1.2224234350970102,1.5280170863276286,1.8837625500843707,3.1033693300716143,-37.143810611364756,12884,13213,16566,19521,20082,32287,0
